Date,Year,Month,Day,ABOMEY,ADJOHOUN,ALLADA,BETEROU,BOHICON,BONOU,BOUKOUMBE,COTONOU_AEROPORT,DASSA_ZOUME,DJOUGOU,GOUKA,KOKORO,KOUANDE,PARAKOU_AEROPORT,POBE,PORTO_NOVO,SAVE,TCHAOUROU,TCHETTI,ZAGNANADO
01/01/1992,1992,1,1,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
02/01/1992,1992,1,2,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
03/01/1992,1992,1,3,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
04/01/1992,1992,1,4,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
05/01/1992,1992,1,5,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
06/01/1992,1992,1,6,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
07/01/1992,1992,1,7,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
08/01/1992,1992,1,8,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
09/01/1992,1992,1,9,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
10/01/1992,1992,1,10,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
11/01/1992,1992,1,11,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
12/01/1992,1992,1,12,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
13/01/1992,1992,1,13,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
14/01/1992,1992,1,14,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
15/01/1992,1992,1,15,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
16/01/1992,1992,1,16,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
17/01/1992,1992,1,17,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
18/01/1992,1992,1,18,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
19/01/1992,1992,1,19,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
20/01/1992,1992,1,20,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
21/01/1992,1992,1,21,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
22/01/1992,1992,1,22,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
23/01/1992,1992,1,23,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
24/01/1992,1992,1,24,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
25/01/1992,1992,1,25,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
26/01/1992,1992,1,26,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
27/01/1992,1992,1,27,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
28/01/1992,1992,1,28,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
29/01/1992,1992,1,29,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
30/01/1992,1992,1,30,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
31/01/1992,1992,1,31,0,0,,0,0,0,0,0,0,0,0,,,0,0,0,0,0,,0
01/02/1992,1992,2,1,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
02/02/1992,1992,2,2,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
03/02/1992,1992,2,3,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
04/02/1992,1992,2,4,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
05/02/1992,1992,2,5,0,0,,0,0,6.1,0,0,0,0,0,,0,0,0,0,0,0,0,0
06/02/1992,1992,2,6,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
07/02/1992,1992,2,7,0,0,,0,0,1.2,0,0,0.4,0,1,,0,0,1,0,5,0,0.1,0
08/02/1992,1992,2,8,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
09/02/1992,1992,2,9,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
10/02/1992,1992,2,10,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
11/02/1992,1992,2,11,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
12/02/1992,1992,2,12,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
13/02/1992,1992,2,13,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
14/02/1992,1992,2,14,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
15/02/1992,1992,2,15,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
16/02/1992,1992,2,16,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
17/02/1992,1992,2,17,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
18/02/1992,1992,2,18,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
19/02/1992,1992,2,19,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
20/02/1992,1992,2,20,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
21/02/1992,1992,2,21,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
22/02/1992,1992,2,22,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
23/02/1992,1992,2,23,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
24/02/1992,1992,2,24,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
25/02/1992,1992,2,25,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
26/02/1992,1992,2,26,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
27/02/1992,1992,2,27,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
28/02/1992,1992,2,28,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
29/02/1992,1992,2,29,0,0,,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0
01/03/1992,1992,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/03/1992,1992,3,2,0,0,0,0,0,0,0,0,0,1.1,0,0,0,0,0,0,0,0,0,0
03/03/1992,1992,3,3,0,0,0,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/03/1992,1992,3,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/03/1992,1992,3,5,0,0,15.4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
06/03/1992,1992,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3.2,0
07/03/1992,1992,3,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
08/03/1992,1992,3,8,0,0,0,0,0,0,0,0,15.5,0,0,0,0,0,0,0,9.4,0,0,0
09/03/1992,1992,3,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
10/03/1992,1992,3,10,0,0,10.3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
11/03/1992,1992,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
12/03/1992,1992,3,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
13/03/1992,1992,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.5
14/03/1992,1992,3,14,14.3,0,0,0,31.3,0,0,0.7,0,0,0,0,0,0,8.1,0,0,0,0,0
15/03/1992,1992,3,15,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
16/03/1992,1992,3,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
17/03/1992,1992,3,17,0,0,0,0,0,0,0,12.9,0,0,0,0,0,0,3.4,0,0,0,0,0
18/03/1992,1992,3,18,0,0,0,0,0,0,0,0,0,0,13,0,0,0,0,0,0,0,17.7,0
19/03/1992,1992,3,19,0,0,0,3,0,0,0,2.8,0,19,0,0,0,0,0,0,0,0,0,0
20/03/1992,1992,3,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
21/03/1992,1992,3,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
22/03/1992,1992,3,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
23/03/1992,1992,3,23,0,0,5.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/03/1992,1992,3,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/03/1992,1992,3,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/03/1992,1992,3,26,0,33.6,0,0,0,38.8,0,7.8,0,0,0,0,0,0,2.1,4.2,0,0,0,0
27/03/1992,1992,3,27,0,4.7,0,0,0,0,0,22.6,0,0,0,0,0,0,0,1.7,0,0,0,0
28/03/1992,1992,3,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/03/1992,1992,3,29,0,0,0,0,0,2.5,0,0,0,0,0,0,0,0,15,0,0,0,0,0
30/03/1992,1992,3,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
31/03/1992,1992,3,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/04/1992,1992,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
02/04/1992,1992,4,2,0,0,0,0,1.8,0,0,0,0,0,0,0,0,0,5.6,0,0,0,15.3,2
03/04/1992,1992,4,3,2,0,0,0,0.4,22.3,19,0,9.3,3.8,15.5,7.6,0,15.4,16.6,0,25.9,0,0,24
04/04/1992,1992,4,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
05/04/1992,1992,4,5,46.1,0,0,76.5,10.9,4.2,3.8,1.9,56.5,0,2.5,70.3,8.4,37.4,1,0,89.9,47.4,2.1,7
06/04/1992,1992,4,6,1.5,0,6.8,0,4.2,0,0,1.5,0,0,0,0,0,0,0,0,0,0,0,36.5
07/04/1992,1992,4,7,24.2,0,8.2,0,4.1,0,0,0,0.5,35.2,4.8,0,0,4,0,0,2.5,0,23.3,12.5
08/04/1992,1992,4,8,0.2,0,0,0,8.5,6.7,0,0,0,0,0,0,0,0,21.7,0,0,0,0,27
09/04/1992,1992,4,9,0,0,0,0,0,0,0,0,4.5,2,0,0,0,0,0,0,0,0,0,0
10/04/1992,1992,4,10,9.8,29,0,45.8,10.7,28.4,4.7,10.2,16.7,32.5,40,3,31.4,57.2,14.8,0,3.5,1,0,21.5
11/04/1992,1992,4,11,0,12.7,0,0,0,0,0,132.2,15.5,0,0,1.1,0,0,1.4,12.4,0,0,32,0
12/04/1992,1992,4,12,0,3,2.5,0,0,0,0,6.8,0,0,0,0,0,0,0.4,37.8,0,2.2,0,0
13/04/1992,1992,4,13,0,0,32.8,0,0,30.6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
14/04/1992,1992,4,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
15/04/1992,1992,4,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20.4,0,0,0,0
16/04/1992,1992,4,16,39.9,34,32,0,25.7,42.7,0,39.7,32.6,0,9.1,20.9,0,0,44.5,38.9,29.1,0,27.2,5.5
17/04/1992,1992,4,17,0,0,0,0,0,0,0,0.1,0,0,0,0,0,0,0,12.2,0,0,0,0
18/04/1992,1992,4,18,0,0,0,55.8,0,0,4.2,0,0,0,0,0,7.2,4,0,0,0,0.7,0,0
19/04/1992,1992,4,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,0,0
20/04/1992,1992,4,20,7.3,0,0,0,24.6,0,0,0,3.2,0,2.3,0,0,0,0,0,3.7,0,0,5.5
21/04/1992,1992,4,21,0,0,0,0,0,0,0,0,7.2,1.7,0,0,0,0,0,0,1.8,0,2.6,1.5
22/04/1992,1992,4,22,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0
23/04/1992,1992,4,23,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
24/04/1992,1992,4,24,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
25/04/1992,1992,4,25,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
26/04/1992,1992,4,26,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
27/04/1992,1992,4,27,0,0,0,0,0,0,0,0.2,0,0,0,0,0,0,0,0,0,0,0,0
28/04/1992,1992,4,28,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/04/1992,1992,4,29,0,0,0,13.9,4,0,0,0,13.1,0,0,0,10,0.9,0,0,31,0,0,7
30/04/1992,1992,4,30,27.1,0,0,0,15.5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01/05/1992,1992,5,1,0,0,0,0,0,0,0,0.4,0,26.5,0,0,,1.5,0,0,0,1.2,0,0
02/05/1992,1992,5,2,0,0,0,2.6,0,0,0,0,0,0,0,0,,0,0,0,0,2.3,0,0
03/05/1992,1992,5,3,0,0,0,0.3,0,0,0,0,0,0,0,0,,7.1,0,45,0,0.9,9.5,0
04/05/1992,1992,5,4,0,47.5,48.2,0,4.5,49.9,0,68.3,0,0,0,6.5,,44.7,31.3,0,0,38.1,0,21.5
05/05/1992,1992,5,5,0,0,0,0,0,0,23.2,0,0,0,0,0,,0,0,0,0,0,0,0
06/05/1992,1992,5,6,29.8,0,0,0,36.3,0,0,0,64.2,0,55.9,0,,28.5,34.2,0,90.9,42.1,27,102
07/05/1992,1992,5,7,0,53,39.2,31,0,0,0,36.9,0,100,0,68.7,,1.1,0,61.8,0,0.1,0,0
08/05/1992,1992,5,8,0,0,0,53.3,0,0,0,0,0,0,0,0,,0,0,0,0,0,24.5,0
09/05/1992,1992,5,9,0,0,0,0,0,18.5,0,0,0,0,0,0,,0,10.5,0,0,0,0,1
10/05/1992,1992,5,10,3.3,20.5,35.5,0,3.9,10.9,32,33,1.1,0,0,0,,0,34.1,16.1,0,0,5,9
11/05/1992,1992,5,11,0,0,2.6,0,0,3.5,0,0,0,0,0,0,,0,0.9,0,0,0,0,0
12/05/1992,1992,5,12,18.4,0,12.3,0,0,0,0,0.6,22.7,0,2.4,0,,0,29.1,0,0,0,0,0
13/05/1992,1992,5,13,5.2,0,0,0,17.1,0,0,0,39.5,11.7,64.4,54.4,,0,3.5,0,61.9,22.9,19.2,0
14/05/1992,1992,5,14,0.1,0,1.3,0,38.5,0,15.6,0,97.2,0,3.4,17.8,,13.9,9.2,0,5,0,4.5,7.5
15/05/1992,1992,5,15,45.5,0,0,0,38.2,4.1,0,0,27.3,24.3,11.3,1.6,,0,0.7,0,21.2,0.9,24,28
16/05/1992,1992,5,16,0,0,4.1,6.1,0,23.4,0,0,0,10.8,0,0,,21.2,19.2,0,0,1.3,0,0
17/05/1992,1992,5,17,0,0,0,24,0,0,0,0,0,0,0,1.6,,0.2,9.1,0,0,2,0,6
18/05/1992,1992,5,18,0,0,0,0,0,0,0,17,0,0,0,0,,0,0,0,0,0,0,0
19/05/1992,1992,5,19,0,0,0,30.4,0,0,0,0,6.5,4.9,0,4.2,,0.1,0,0,0,8.5,8.4,0
20/05/1992,1992,5,20,18,16.3,0,1.3,9.6,12.5,0,55.1,6.1,0,4.3,0,,0,32.2,12.7,0,2,20.9,1
21/05/1992,1992,5,21,0,5.5,11.5,0,0,0,0,30.2,0,0,3.4,4,,2.7,0,19.9,3.2,1.3,0,0
22/05/1992,1992,5,22,3.7,4.5,0,0,0,0,0,1.6,0,0,0,0,,0,3.7,0,0,0,0,0
23/05/1992,1992,5,23,6.2,6.5,12.4,0,5.5,43.2,0,9.5,6.5,0,0,0,,0,18.7,1.8,0,0,0,23
24/05/1992,1992,5,24,0,0,0,0,0,0,0,0,0,0,0,0.4,,0,0.3,0,0,0,0,0
25/05/1992,1992,5,25,17.9,1.1,0,5.9,2.9,3.9,0,0,23.2,9.8,8.2,4.1,,0.8,1.5,0,0,0,6.9,0
26/05/1992,1992,5,26,9.4,2,36.7,0,14,14.5,31,25.3,0,0,0,7.5,,0,1,0,0,0,0,19
27/05/1992,1992,5,27,0,1.4,3.9,0,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,0
28/05/1992,1992,5,28,0,13.9,0,0.5,0,0,0,14.5,0,0,0,0,,6,0,0,0,0.2,0,0
29/05/1992,1992,5,29,0,0,0,22.2,0,0,0,2,0,4.8,0,0,,22.1,0,0,0,15,0,0
30/05/1992,1992,5,30,0.8,0,0,0,2.7,0,0,0,1.1,0,0,20.5,,15.7,0.4,0,4.6,3.5,8.9,15
31/05/1992,1992,5,31,0,0,0,0,0,0,0,0.2,0,0,0,0,,0,0,0,0.5,0,0,0
01/06/1992,1992,6,1,0,0,0,2.6,0,0,40.4,9.7,0,8.7,11.2,0,12.1,3.7,0,13.5,0,0,0,0
02/06/1992,1992,6,2,0,18,2.5,0,0,16.4,7.5,126.9,6.3,8.3,0,0,7.5,2.2,1.3,75.3,1,0,0,0
03/06/1992,1992,6,3,0,0,0,0,0,0,0,0,0,0,0,16.4,0,0,0,0,0.5,0,0,0
04/06/1992,1992,6,4,12.2,0,0,6.7,0,0,0,31.4,0,26.6,3.4,4,0,1.4,0,18.5,0,0,0,0
05/06/1992,1992,6,5,0,0,0,18.6,2.3,0,0,0.9,8.1,0,0,0,0,5.5,0,0,5.3,9.6,14.3,16
06/06/1992,1992,6,6,0,0,0,0,0.1,0,0,0,0,0,0,0,0,0,0,0,3.7,0,0,21
07/06/1992,1992,6,7,0,0,0,4.4,6.1,0,0,10.8,24.1,6.5,1.2,0,0,20.2,0,29.7,1.2,41.4,30.5,0
08/06/1992,1992,6,8,6,0,0,0.8,7.1,3.1,3.5,0.2,12.3,9.2,7.9,24,18.1,19.9,15.1,0,9.6,15.5,4.5,0
09/06/1992,1992,6,9,0,0,2.7,23.1,0,10.4,0,0,0,0,0,0,0,0,5.8,0,0,0,0,0
10/06/1992,1992,6,10,1.4,0,2.5,0,0,0,0,0.7,0.5,0,3.1,5,0,0,0,0,0,0,0.3,0
11/06/1992,1992,6,11,0,0,0,0,0,0,0,0,0,0,0,0,0,19.2,0,0,0,0,0,0
12/06/1992,1992,6,12,0,0,0,5.5,0,0,0,0,0,0,0,0.5,0,0,6.2,0,0,20.1,0,0
13/06/1992,1992,6,13,0,0,0,0,0,0,4.5,0,0,0,0,0,0,0,0.1,0,0,0,0,0
14/06/1992,1992,6,14,0,0,0,0,0,3.7,9.5,0,7.2,0,51.1,0,6.5,18.4,0.4,0,74,4.4,2.8,6
15/06/1992,1992,6,15,35.9,5.1,2.6,19.9,32.3,18.2,0,14.1,9.3,0,0,0,0,0,31.3,0,0,0,1.1,41.5
16/06/1992,1992,6,16,0,10.4,5.7,0,0,4.5,0,2,0,0,17.9,0,0.9,0.4,0.6,0,22.6,0,2,0
17/06/1992,1992,6,17,20.3,51.6,20.7,3.8,38.8,65.2,0,46.1,26.4,32.5,0,26,0,3.4,27.1,3.2,20.9,11.2,15,19
18/06/1992,1992,6,18,0,0,0,10.2,0,0,0,0,0,19.9,17.7,0,0,0,0,0,0,0,0,0
19/06/1992,1992,6,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
20/06/1992,1992,6,20,0,0,0,15,0,0,0,0,0.7,3.2,0,13.5,18.6,21.5,0,0,8.2,20.7,15.2,0
21/06/1992,1992,6,21,0,0,0,0,0,0,0,0,0,0,10.5,5.8,0,0,0,0,0,0,0,0
22/06/1992,1992,6,22,0,0,0,0,0,0,14.7,0,0,0,0,0,0,0,0,0,0,0,0,0
23/06/1992,1992,6,23,0,0,0,0,0,0,0,0,0,1.5,0,2.6,8.4,0,0,0,0,0,0,0
24/06/1992,1992,6,24,0,0,0,0,0,0,0,29.8,0,0.3,0,0,0,1.1,0,0,0,0,0,0
25/06/1992,1992,6,25,0,0,0,0,0,0,40.3,0.1,0,0,0,0,24.1,2.6,0.1,0,0,0,11.1,0
26/06/1992,1992,6,26,52.8,3.9,0,0,14.3,0,0,0,19.2,6.4,0,1.4,0,0.5,0.7,0,11.3,0,0,3
27/06/1992,1992,6,27,7.5,0,0,0,8.5,0,0,0.6,4.1,0,42.1,16.3,0,0,0.4,5.3,4.4,0,25.7,21
28/06/1992,1992,6,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
29/06/1992,1992,6,29,0,0,0,0,0,0,10,0,0,0.2,0,0,50.3,0.4,0,0,0,0,0,0
30/06/1992,1992,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
01/07/1992,1992,7,1,0,4,0,0,0,0,0,0.4,0,0,0,0,0,0,0,0,0,0,0,0
02/07/1992,1992,7,2,0,0,0,2.7,0,0,14.5,0,0,8.6,0,1.1,6.2,5.1,0,0,0,0,15,0
03/07/1992,1992,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.4,12.3,29.3,0,0,0
04/07/1992,1992,7,4,0,1.9,0,0,0,0,0,16.1,0,0,0,0,0,0,4.2,2.7,0,0,0,1.2
05/07/1992,1992,7,5,0,0,0,0.3,0,4.5,33.8,0,0,0,0,0,56,0,19,0,0,3.6,0,0
06/07/1992,1992,7,6,0,0,0,0,4.7,7.3,0,0,0,0.8,0,0,3.9,0,4.8,0,0,0,0,8
07/07/1992,1992,7,7,0,0,0,0,0,0,99,0,0,13.7,0,0,29.6,0,0,0,0,0,1.5,0
08/07/1992,1992,7,8,3.2,0,0,19.5,0.5,0,24.2,0.1,0,5.2,22,5.8,41.7,63.6,0,0,0,0,16.1,0
09/07/1992,1992,7,9,0,0,0,1.7,0,0,0,0,0,0,0,0.4,0,0.3,0,0,0.6,30.5,0,0
10/07/1992,1992,7,10,0,0,0,0,0,1.2,0,0,0,0,0,0,0,0,0.1,0,0,4.5,0,0.1
11/07/1992,1992,7,11,41.1,0,5.3,3.4,29.6,0,0,0.1,0,0,17.6,4.5,0,15.6,0,0,0.1,0,67.6,2
12/07/1992,1992,7,12,7.3,0,0,0.3,17.6,0,9.2,0.9,18.3,8.3,0,3.7,2,1.2,0.1,0,1.9,46.7,0,0
13/07/1992,1992,7,13,5,0,0,36,0.4,0,8.5,0,33.5,2.5,66,0,5.8,41,16.2,0,2.4,0.2,6,11.8
14/07/1992,1992,7,14,6.5,55.5,8.2,0.6,4.4,0,0,7.8,10.8,3,44.7,2.3,5.5,4.6,8,21.7,0.3,31.1,0,0
15/07/1992,1992,7,15,2.4,1.2,0,6.6,1,0,19,0,6.8,2.9,3.4,15.3,2.2,3.9,4.3,0,0.6,1.6,33.2,0
16/07/1992,1992,7,16,0,0,0,0,0,0,0,2.3,0,3.7,8.5,13,0,0,3.5,0,0,2.6,3,0
17/07/1992,1992,7,17,0,0,3,39.8,0,0,0,2.6,0,0,0,17.3,0,21.7,0,0,0,0,0,0
18/07/1992,1992,7,18,1,0,56.8,0,21.5,0,44.5,0,0,32.6,0,0,7.1,1.5,1.6,0,0.3,17.9,0,0
19/07/1992,1992,7,19,0,2.3,16.5,0,0,8.5,0,1.8,0,2.2,0,0,0,0,0.6,0,0,0,8.9,0
20/07/1992,1992,7,20,0,0,0,2.3,0.8,0,0,0.1,22.7,3.3,0,0,0,0.3,0,2.5,7.7,0,0,9.4
21/07/1992,1992,7,21,0,0,0.7,0,0,0,4.6,0,42.1,40.3,5.8,7.1,8.6,2.8,0,0,0,71.9,13,0
22/07/1992,1992,7,22,0,0,0,70.5,0,4.8,10.5,2.6,0,21.5,11.8,0,3.6,14.8,0,0,0,0,0,0
23/07/1992,1992,7,23,0,2.7,0,23.7,0,0,0,2.3,0,59.9,0,0,0,11.1,5.6,0,0,0,1.3,0
24/07/1992,1992,7,24,0,0,0,0,0,0,0,5.5,0,0,5.9,1,0,4.6,1.3,1.8,0.2,2.2,0,0
25/07/1992,1992,7,25,6,2.3,2.4,0,0,3,1.5,4.9,4.5,2.2,2.1,23.8,27.7,1.5,0.6,8.3,11.6,16.3,4.9,0
26/07/1992,1992,7,26,0,0,0,2.5,0,0,8,0,0,0,0,0,17.5,0.3,0,0,0,0,0,0
27/07/1992,1992,7,27,0,0,0,4.4,0,2.5,2.1,1.1,0,0.8,0,0,0,0,0,0,0,0,0,0
28/07/1992,1992,7,28,0,0,0,31.2,0,1.2,0,0,1.1,0,0,1.7,0,4.6,0,2.1,0,0,0,0
29/07/1992,1992,7,29,1.5,1.2,2.5,2,3.3,0,0,0,18.2,12.6,16,5,34.1,2.1,0,0,5.6,49.9,7.5,0
30/07/1992,1992,7,30,0,0,0,4.7,0.1,0,0,0,62.9,0,0,0,0,0,0,0,0.7,0.2,1,0.6
31/07/1992,1992,7,31,0,1.4,0,0,0.3,0,0,0,0,0.3,0,0,0,0,1.1,0,1.1,0,0,0
01/08/1992,1992,8,1,0,0,0,,0,4.1,0,0.1,0,0,0,0,0,0,0.1,1.8,0,5.1,0,0
02/08/1992,1992,8,2,0,1.8,2.8,,0,2.5,0,0,0,0,0,0,4.4,0,0,2.1,0,0,0,0
03/08/1992,1992,8,3,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
04/08/1992,1992,8,4,0,0,0,,0,0,0,0,0,2.2,0,0,0,0,0,0,0,0,0,0
05/08/1992,1992,8,5,0,0,0,,0,0,12,0,0,69.6,0,0,33.3,24.3,0.1,0,12.7,0,7.4,0
06/08/1992,1992,8,6,0,0,2.4,,0,0,24,0,2.5,2,51.2,2.2,14.6,10,0,0,23.3,5,2.4,0
07/08/1992,1992,8,7,0,0,0,,0,0,4.8,0,0,25,0,1.2,1.4,51.1,0,0,0,23.7,0,0
08/08/1992,1992,8,8,0,0,0,,0,0,0,0,0,0,0,0,4.8,0,0,0,0.3,0,0,0
09/08/1992,1992,8,9,0,0,0,,0,0,0,0,0,0,0,0,46,0,0,0,0,0,0,0
10/08/1992,1992,8,10,0,0,0,,0,0,67.7,0,0,25.7,0,0,6.5,0,0,0,0,0,0,0
11/08/1992,1992,8,11,0,0,0,,1.4,0,0,0,1.1,0,10.2,18.3,0,23.4,0.7,0,1.2,20.5,0,2.3
12/08/1992,1992,8,12,2.1,0,0,,1.8,0,10.1,0,1.1,23.7,4,0,15.8,20.3,1.3,0,0.4,29.6,5,16.5
13/08/1992,1992,8,13,0,2.3,0,,0,0,0,3,1.5,0.2,0,0,0,0.5,0.4,2.7,0,1,0,0
14/08/1992,1992,8,14,0,0,0,,0,0,0,0,0,0,0,0,3.5,0,0,0,0.1,0,0,0
15/08/1992,1992,8,15,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0.1,0,3.5,0
16/08/1992,1992,8,16,0,0,0,,0,0,2.2,0,0,0,0,0,24.9,0,0,0,0,0,0,0
17/08/1992,1992,8,17,0,0,0,,0,0,35,0,0,72.3,0,2,0,1.3,0.1,0,0.7,1.4,0,0
18/08/1992,1992,8,18,0,0,0,,0.2,0,3.6,0,0,0,0,0,0,0.1,0,0,0,0,8.5,0
